school,division,latitude_school,longitude_school,season,wins_rolling_2year,games_played_rolling_2year,post_season_wins_rolling_2year,point_diff_rolling_2year,win_pct_rolling_2year
Memphis,,35.1209429,-89.977147,2024.0,17.0,26.0,2.0,259.0,0.16666666666666666
Miami,,25.9579665,-80.2388604,2010.0,,,,,0.5384615384615384
Miami,,25.9579665,-80.2388604,2011.0,,,,,0.5
Miami,,25.9579665,-80.2388604,2012.0,13.0,25.0,0.0,150.0,0.5833333333333334
Miami,,25.9579665,-80.2388604,2013.0,13.0,24.0,0.0,88.0,0.6923076923076923
Miami,,25.9579665,-80.2388604,2014.0,16.0,25.0,0.0,103.0,0.46153846153846156
Miami,,25.9579665,-80.2388604,2015.0,15.0,26.0,0.0,156.0,0.6153846153846154
Miami,,25.9579665,-80.2388604,2016.0,14.0,26.0,0.0,59.0,0.6923076923076923
Miami,,25.9579665,-80.2388604,2017.0,17.0,26.0,1.0,200.0,0.7692307692307693
Miami,,25.9579665,-80.2388604,2018.0,19.0,26.0,1.0,310.0,0.5384615384615384
Miami,,25.9579665,-80.2388604,2019.0,17.0,26.0,0.0,226.0,0.46153846153846156
Miami,,25.9579665,-80.2388604,2020.0,13.0,26.0,0.0,192.0,0.7272727272727273
Miami,,25.9579665,-80.2388604,2021.0,14.0,24.0,0.0,148.0,0.5833333333333334
Miami,,25.9579665,-80.2388604,2022.0,15.0,23.0,0.0,145.0,0.4166666666666667
Miami,,25.9579665,-80.2388604,2023.0,12.0,24.0,0.0,30.0,0.5384615384615384
Miami,,25.9579665,-80.2388604,2024.0,12.0,25.0,0.0,75.0,0.16666666666666666
Miami (OH),,39.5197009,-84.7330255,2010.0,,,,,0.7142857142857143
Miami (OH),,39.5197009,-84.7330255,2011.0,,,,,0.3333333333333333
Miami (OH),,39.5197009,-84.7330255,2012.0,14.0,26.0,1.0,-42.0,0.3333333333333333
Miami (OH),,39.5197009,-84.7330255,2013.0,8.0,24.0,0.0,-158.0,0.0
Miami (OH),,39.5197009,-84.7330255,2014.0,4.0,24.0,0.0,-450.0,0.16666666666666666
Miami (OH),,39.5197009,-84.7330255,2015.0,2.0,24.0,0.0,-425.0,0.25
Miami (OH),,39.5197009,-84.7330255,2016.0,5.0,24.0,0.0,-283.0,0.46153846153846156
Miami (OH),,39.5197009,-84.7330255,2017.0,9.0,25.0,0.0,-181.0,0.4166666666666667
Miami (OH),,39.5197009,-84.7330255,2018.0,11.0,25.0,0.0,-8.0,0.5
Miami (OH),,39.5197009,-84.7330255,2019.0,11.0,24.0,0.0,35.0,0.5714285714285714
Miami (OH),,39.5197009,-84.7330255,2020.0,14.0,26.0,0.0,-25.0,0.6666666666666666
Miami (OH),,39.5197009,-84.7330255,2021.0,10.0,17.0,0.0,-50.0,0.5384615384615384
Miami (OH),,39.5197009,-84.7330255,2022.0,9.0,16.0,1.0,82.0,0.46153846153846156
Miami (OH),,39.5197009,-84.7330255,2023.0,13.0,26.0,1.0,45.0,0.7857142857142857
Miami (OH),,39.5197009,-84.7330255,2024.0,17.0,27.0,0.0,105.0,0.0
Michigan,,42.2658365,-83.7486956,2010.0,,,,,0.5384615384615384
Michigan,,42.2658365,-83.7486956,2011.0,,,,,0.8461538461538461
Michigan,,42.2658365,-83.7486956,2012.0,18.0,26.0,1.0,175.0,0.6153846153846154
Michigan,,42.2658365,-83.7486956,2013.0,19.0,26.0,1.0,337.0,0.5384615384615384
Michigan,,42.2658365,-83.7486956,2014.0,15.0,26.0,0.0,200.0,0.4166666666666667
Michigan,,42.2658365,-83.7486956,2015.0,12.0,25.0,0.0,52.0,0.7692307692307693
Michigan,,42.2658365,-83.7486956,2016.0,15.0,25.0,1.0,177.0,0.7692307692307693
Michigan,,42.2658365,-83.7486956,2017.0,20.0,26.0,1.0,536.0,0.6153846153846154
Michigan,,42.2658365,-83.7486956,2018.0,18.0,26.0,0.0,424.0,0.7692307692307693
Michigan,,42.2658365,-83.7486956,2019.0,18.0,26.0,0.0,288.0,0.6923076923076923
Michigan,,42.2658365,-83.7486956,2020.0,19.0,26.0,0.0,348.0,0.3333333333333333
Michigan,,42.2658365,-83.7486956,2021.0,11.0,19.0,0.0,106.0,0.8571428571428571
Michigan,,42.2658365,-83.7486956,2022.0,14.0,20.0,0.0,221.0,0.9285714285714286
Michigan,,42.2658365,-83.7486956,2023.0,25.0,28.0,0.0,599.0,1.0
Michigan,,42.2658365,-83.7486956,2024.0,28.0,29.0,2.0,723.0,0.08333333333333333
Michigan State,,42.7281474,-84.4848526,2010.0,,,,,0.8461538461538461
Michigan State,,42.7281474,-84.4848526,2011.0,,,,,0.7857142857142857
Michigan State,,42.7281474,-84.4848526,2012.0,22.0,27.0,1.0,270.0,0.5384615384615384
Michigan State,,42.7281474,-84.4848526,2013.0,18.0,27.0,2.0,225.0,0.9285714285714286
Michigan State,,42.7281474,-84.4848526,2014.0,20.0,27.0,2.0,274.0,0.8461538461538461
Michigan State,,42.7281474,-84.4848526,2015.0,24.0,27.0,2.0,505.0,0.8571428571428571
Michigan State,,42.7281474,-84.4848526,2016.0,23.0,27.0,1.0,392.0,0.25
Michigan State,,42.7281474,-84.4848526,2017.0,15.0,26.0,0.0,69.0,0.7692307692307693
Michigan State,,42.7281474,-84.4848526,2018.0,13.0,25.0,1.0,15.0,0.5384615384615384
Michigan State,,42.7281474,-84.4848526,2019.0,17.0,26.0,1.0,79.0,0.5384615384615384
Michigan State,,42.7281474,-84.4848526,2020.0,14.0,26.0,1.0,18.0,0.2857142857142857
Michigan State,,42.7281474,-84.4848526,2021.0,9.0,20.0,1.0,-122.0,0.8461538461538461
Michigan State,,42.7281474,-84.4848526,2022.0,13.0,20.0,1.0,-35.0,0.4166666666666667
Michigan State,,42.7281474,-84.4848526,2023.0,16.0,25.0,1.0,49.0,0.3333333333333333
Michigan State,,42.7281474,-84.4848526,2024.0,9.0,24.0,0.0,-185.0,0.16666666666666666
Middle Tennessee,,35.8511463,-86.3681649,2010.0,,,,,0.46153846153846156
Middle Tennessee,,35.8511463,-86.3681649,2011.0,,,,,0.16666666666666666
Middle Tennessee,,35.8511463,-86.3681649,2012.0,8.0,25.0,0.0,-195.0,0.6666666666666666
Middle Tennessee,,35.8511463,-86.3681649,2013.0,10.0,24.0,0.0,-191.0,0.6153846153846154
Middle Tennessee,,35.8511463,-86.3681649,2014.0,16.0,25.0,0.0,19.0,0.5
Middle Tennessee,,35.8511463,-86.3681649,2015.0,14.0,25.0,0.0,37.0,0.5384615384615384
Middle Tennessee,,35.8511463,-86.3681649,2016.0,13.0,25.0,0.0,97.0,0.6153846153846154
Middle Tennessee,,35.8511463,-86.3681649,2017.0,15.0,26.0,0.0,147.0,0.5384615384615384
Middle Tennessee,,35.8511463,-86.3681649,2018.0,15.0,26.0,1.0,62.0,0.5714285714285714
Middle Tennessee,,35.8511463,-86.3681649,2019.0,15.0,27.0,1.0,29.0,0.3333333333333333
Middle Tennessee,,35.8511463,-86.3681649,2020.0,12.0,26.0,0.0,-25.0,0.3333333333333333
Middle Tennessee,,35.8511463,-86.3681649,2021.0,7.0,21.0,0.0,-156.0,0.5384615384615384
Middle Tennessee,,35.8511463,-86.3681649,2022.0,10.0,22.0,1.0,-59.0,0.6153846153846154
Middle Tennessee,,35.8511463,-86.3681649,2023.0,15.0,26.0,2.0,69.0,0.3333333333333333
Middle Tennessee,,35.8511463,-86.3681649,2024.0,12.0,25.0,1.0,-31.0,0.08333333333333333
Minnesota,,44.976525,-93.2245462,2010.0,,,,,0.25
Minnesota,,44.976525,-93.2245462,2011.0,,,,,0.25
Minnesota,,44.976525,-93.2245462,2012.0,6.0,24.0,0.0,-277.0,0.46153846153846156
Minnesota,,44.976525,-93.2245462,2013.0,9.0,25.0,0.0,-193.0,0.6153846153846154
Minnesota,,44.976525,-93.2245462,2014.0,14.0,26.0,0.0,11.0,0.6153846153846154
Minnesota,,44.976525,-93.2245462,2015.0,16.0,26.0,0.0,100.0,0.46153846153846156
Minnesota,,44.976525,-93.2245462,2016.0,14.0,26.0,1.0,20.0,0.6923076923076923
Minnesota,,44.976525,-93.2245462,2017.0,15.0,26.0,2.0,59.0,0.4166666666666667
Minnesota,,44.976525,-93.2245462,2018.0,14.0,25.0,1.0,85.0,0.5384615384615384
Minnesota,,44.976525,-93.2245462,2019.0,12.0,25.0,1.0,22.0,0.8461538461538461
Minnesota,,44.976525,-93.2245462,2020.0,18.0,26.0,2.0,181.0,0.42857142857142855
Minnesota,,44.976525,-93.2245462,2021.0,14.0,20.0,1.0,130.0,0.6923076923076923
Minnesota,,44.976525,-93.2245462,2022.0,12.0,20.0,1.0,86.0,0.6923076923076923
Minnesota,,44.976525,-93.2245462,2023.0,18.0,26.0,2.0,293.0,0.46153846153846156
Minnesota,,44.976525,-93.2245462,2024.0,15.0,26.0,2.0,112.0,0.08333333333333333
Mississippi State,,33.4563403,-88.7933652,2010.0,,,,,0.6923076923076923
Mississippi State,,33.4563403,-88.7933652,2011.0,,,,,0.5384615384615384
Mississippi State,,33.4563403,-88.7933652,2012.0,16.0,26.0,2.0,192.0,0.6153846153846154
Mississippi State,,33.4563403,-88.7933652,2013.0,15.0,26.0,1.0,153.0,0.5384615384615384
Mississippi State,,33.4563403,-88.7933652,2014.0,15.0,26.0,1.0,141.0,0.7692307692307693
Mississippi State,,33.4563403,-88.7933652,2015.0,17.0,26.0,1.0,259.0,0.6923076923076923
Mississippi State,,33.4563403,-88.7933652,2016.0,19.0,26.0,1.0,343.0,0.46153846153846156
Mississippi State,,33.4563403,-88.7933652,2017.0,15.0,26.0,2.0,127.0,0.6923076923076923
Mississippi State,,33.4563403,-88.7933652,2018.0,15.0,26.0,2.0,126.0,0.6153846153846154
Mississippi State,,33.4563403,-88.7933652,2019.0,17.0,26.0,1.0,344.0,0.46153846153846156
Mississippi State,,33.4563403,-88.7933652,2020.0,14.0,26.0,0.0,184.0,0.36363636363636365
Mississippi State,,33.4563403,-88.7933652,2021.0,10.0,24.0,1.0,-90.0,0.5384615384615384
Mississippi State,,33.4563403,-88.7933652,2022.0,11.0,24.0,1.0,-33.0,0.6923076923076923
Mississippi State,,33.4563403,-88.7933652,2023.0,16.0,26.0,1.0,152.0,0.4166666666666667
Mississippi State,,33.4563403,-88.7933652,2024.0,14.0,25.0,1.0,54.0,0.08333333333333333
Missouri,,38.9358491,-92.3332009,2010.0,,,,,0.7692307692307693
Missouri,,38.9358491,-92.3332009,2011.0,,,,,0.6153846153846154
Missouri,,38.9358491,-92.3332009,2012.0,18.0,26.0,1.0,300.0,0.4166666666666667
Missouri,,38.9358491,-92.3332009,2013.0,13.0,25.0,1.0,89.0,0.8571428571428571
Missouri,,38.9358491,-92.3332009,2014.0,17.0,26.0,1.0,193.0,0.7857142857142857
Missouri,,38.9358491,-92.3332009,2015.0,23.0,28.0,2.0,319.0,0.4166666666666667
Missouri,,38.9358491,-92.3332009,2016.0,16.0,26.0,1.0,63.0,0.3333333333333333
Missouri,,38.9358491,-92.3332009,2017.0,9.0,24.0,0.0,-32.0,0.5384615384615384
Missouri,,38.9358491,-92.3332009,2018.0,11.0,25.0,0.0,73.0,0.6153846153846154
Missouri,,38.9358491,-92.3332009,2019.0,15.0,26.0,0.0,218.0,0.5
Missouri,,38.9358491,-92.3332009,2020.0,14.0,25.0,0.0,215.0,0.5
Missouri,,38.9358491,-92.3332009,2021.0,11.0,22.0,0.0,15.0,0.46153846153846156
Missouri,,38.9358491,-92.3332009,2022.0,11.0,23.0,0.0,-118.0,0.46153846153846156
Missouri,,38.9358491,-92.3332009,2023.0,12.0,26.0,0.0,-66.0,0.8461538461538461
Missouri,,38.9358491,-92.3332009,2024.0,17.0,26.0,1.0,148.0,0.16666666666666666
Navy,,38.9846985,-76.5076335,2010.0,,,,,0.6923076923076923
Navy,,38.9846985,-76.5076335,2011.0,,,,,0.4166666666666667
Navy,,38.9846985,-76.5076335,2012.0,14.0,25.0,0.0,92.0,0.6153846153846154
Navy,,38.9846985,-76.5076335,2013.0,13.0,25.0,0.0,0.0,0.6923076923076923
Navy,,38.9846985,-76.5076335,2014.0,17.0,26.0,1.0,110.0,0.6153846153846154
Navy,,38.9846985,-76.5076335,2015.0,17.0,26.0,2.0,178.0,0.8461538461538461
Navy,,38.9846985,-76.5076335,2016.0,19.0,26.0,2.0,253.0,0.6428571428571429
Navy,,38.9846985,-76.5076335,2017.0,20.0,27.0,1.0,291.0,0.5384615384615384
Navy,,38.9846985,-76.5076335,2018.0,16.0,27.0,1.0,151.0,0.23076923076923078
Navy,,38.9846985,-76.5076335,2019.0,10.0,26.0,1.0,-57.0,0.8461538461538461
Navy,,38.9846985,-76.5076335,2020.0,14.0,26.0,1.0,82.0,0.3
Navy,,38.9846985,-76.5076335,2021.0,14.0,23.0,1.0,56.0,0.3333333333333333
Navy,,38.9846985,-76.5076335,2022.0,7.0,22.0,0.0,-235.0,0.3333333333333333
Navy,,38.9846985,-76.5076335,2023.0,8.0,24.0,0.0,-127.0,0.4166666666666667
Navy,,38.9846985,-76.5076335,2024.0,9.0,24.0,0.0,-86.0,0.16666666666666666
NC State,,35.8008001,-78.7195655,2010.0,,,,,0.6923076923076923
NC State,,35.8008001,-78.7195655,2011.0,,,,,0.6153846153846154
NC State,,35.8008001,-78.7195655,2012.0,17.0,26.0,2.0,183.0,0.5384615384615384
NC State,,35.8008001,-78.7195655,2013.0,15.0,26.0,1.0,78.0,0.25
NC State,,35.8008001,-78.7195655,2014.0,10.0,25.0,0.0,-56.0,0.6153846153846154
NC State,,35.8008001,-78.7195655,2015.0,11.0,25.0,1.0,-47.0,0.5384615384615384
NC State,,35.8008001,-78.7195655,2016.0,15.0,26.0,1.0,137.0,0.5384615384615384
NC State,,35.8008001,-78.7195655,2017.0,14.0,26.0,1.0,151.0,0.6923076923076923
NC State,,35.8008001,-78.7195655,2018.0,16.0,26.0,2.0,146.0,0.6923076923076923
NC State,,35.8008001,-78.7195655,2019.0,18.0,26.0,1.0,207.0,0.3333333333333333
NC State,,35.8008001,-78.7195655,2020.0,13.0,25.0,0.0,20.0,0.6666666666666666
NC State,,35.8008001,-78.7195655,2021.0,12.0,24.0,0.0,-83.0,0.75
NC State,,35.8008001,-78.7195655,2022.0,17.0,24.0,0.0,174.0,0.6153846153846154
NC State,,35.8008001,-78.7195655,2023.0,17.0,25.0,0.0,228.0,0.6923076923076923
NC State,,35.8008001,-78.7195655,2024.0,17.0,26.0,0.0,138.0,0.08333333333333333
Nebraska,,40.820682,-96.705594,2010.0,,,,,0.7142857142857143
Nebraska,,40.820682,-96.705594,2011.0,,,,,0.6923076923076923
Nebraska,,40.820682,-96.705594,2012.0,19.0,27.0,0.0,264.0,0.7142857142857143
Nebraska,,40.820682,-96.705594,2013.0,19.0,27.0,0.0,176.0,0.6923076923076923
Nebraska,,40.820682,-96.705594,2014.0,19.0,27.0,1.0,193.0,0.6923076923076923
Nebraska,,40.820682,-96.705594,2015.0,18.0,26.0,1.0,240.0,0.46153846153846156
Nebraska,,40.820682,-96.705594,2016.0,15.0,26.0,1.0,213.0,0.6923076923076923
Nebraska,,40.820682,-96.705594,2017.0,15.0,26.0,1.0,99.0,0.3333333333333333
Nebraska,,40.820682,-96.705594,2018.0,13.0,25.0,0.0,-94.0,0.3333333333333333
Nebraska,,40.820682,-96.705594,2019.0,8.0,24.0,0.0,-143.0,0.4166666666666667
Nebraska,,40.820682,-96.705594,2020.0,9.0,24.0,0.0,-12.0,0.375
Nebraska,,40.820682,-96.705594,2021.0,8.0,20.0,0.0,-47.0,0.25
Nebraska,,40.820682,-96.705594,2022.0,6.0,20.0,0.0,13.0,0.3333333333333333
Nebraska,,40.820682,-96.705594,2023.0,7.0,24.0,0.0,3.0,0.4166666666666667
Nebraska,,40.820682,-96.705594,2024.0,9.0,24.0,0.0,-63.0,0.16666666666666666
Nevada,,39.5469459,-119.8175435,2010.0,,,,,0.9285714285714286
Nevada,,39.5469459,-119.8175435,2011.0,,,,,0.5384615384615384
Nevada,,39.5469459,-119.8175435,2012.0,20.0,27.0,1.0,359.0,0.5384615384615384
Nevada,,39.5469459,-119.8175435,2013.0,14.0,26.0,0.0,138.0,0.3333333333333333
Nevada,,39.5469459,-119.8175435,2014.0,11.0,25.0,0.0,-37.0,0.5384615384615384
Nevada,,39.5469459,-119.8175435,2015.0,11.0,25.0,0.0,-65.0,0.5384615384615384
Nevada,,39.5469459,-119.8175435,2016.0,14.0,26.0,1.0,17.0,0.4166666666666667
Nevada,,39.5469459,-119.8175435,2017.0,12.0,25.0,1.0,-51.0,0.25
Nevada,,39.5469459,-119.8175435,2018.0,8.0,24.0,0.0,-112.0,0.6153846153846154
Nevada,,39.5469459,-119.8175435,2019.0,11.0,25.0,1.0,-15.0,0.5384615384615384
Nevada,,39.5469459,-119.8175435,2020.0,15.0,26.0,1.0,-84.0,0.7777777777777778
Nevada,,39.5469459,-119.8175435,2021.0,14.0,22.0,1.0,-71.0,0.6153846153846154
Nevada,,39.5469459,-119.8175435,2022.0,15.0,22.0,1.0,186.0,0.16666666666666666
Nevada,,39.5469459,-119.8175435,2023.0,10.0,25.0,0.0,-26.0,0.16666666666666666
Nevada,,39.5469459,-119.8175435,2024.0,4.0,24.0,0.0,-338.0,0.07692307692307693
New Mexico,,35.0669479,-106.6283225,2010.0,,,,,0.08333333333333333
New Mexico,,35.0669479,-106.6283225,2011.0,,,,,0.08333333333333333
New Mexico,,35.0669479,-106.6283225,2012.0,2.0,24.0,0.0,-698.0,0.3076923076923077
New Mexico,,35.0669479,-106.6283225,2013.0,5.0,25.0,0.0,-414.0,0.25
New Mexico,,35.0669479,-106.6283225,2014.0,7.0,25.0,0.0,-178.0,0.3333333333333333
New Mexico,,35.0669479,-106.6283225,2015.0,7.0,24.0,0.0,-219.0,0.5384615384615384
New Mexico,,35.0669479,-106.6283225,2016.0,11.0,25.0,0.0,-79.0,0.6923076923076923
New Mexico,,35.0669479,-106.6283225,2017.0,16.0,26.0,1.0,88.0,0.25
New Mexico,,35.0669479,-106.6283225,2018.0,12.0,25.0,1.0,-66.0,0.25
New Mexico,,35.0669479,-106.6283225,2019.0,6.0,24.0,0.0,-249.0,0.16666666666666666
New Mexico,,35.0669479,-106.6283225,2020.0,5.0,24.0,0.0,-294.0,0.2857142857142857
New Mexico,,35.0669479,-106.6283225,2021.0,4.0,19.0,0.0,-240.0,0.25
New Mexico,,35.0669479,-106.6283225,2022.0,5.0,19.0,0.0,-256.0,0.16666666666666666
New Mexico,,35.0669479,-106.6283225,2023.0,5.0,24.0,0.0,-350.0,0.3333333333333333
New Mexico,,35.0669479,-106.6283225,2024.0,6.0,24.0,0.0,-249.0,0.0
New Mexico State,,32.2796202,-106.7411148,2010.0,,,,,0.16666666666666666
New Mexico State,,32.2796202,-106.7411148,2011.0,,,,,0.3076923076923077
New Mexico State,,32.2796202,-106.7411148,2012.0,6.0,25.0,0.0,-445.0,0.08333333333333333
New Mexico State,,32.2796202,-106.7411148,2013.0,5.0,25.0,0.0,-408.0,0.16666666666666666
New Mexico State,,32.2796202,-106.7411148,2014.0,3.0,24.0,0.0,-533.0,0.16666666666666666
New Mexico State,,32.2796202,-106.7411148,2015.0,4.0,24.0,0.0,-459.0,0.25
New Mexico State,,32.2796202,-106.7411148,2016.0,5.0,24.0,0.0,-372.0,0.25
New Mexico State,,32.2796202,-106.7411148,2017.0,6.0,24.0,0.0,-365.0,0.5384615384615384
New Mexico State,,32.2796202,-106.7411148,2018.0,10.0,25.0,1.0,-173.0,0.25
New Mexico State,,32.2796202,-106.7411148,2019.0,10.0,25.0,1.0,-198.0,0.16666666666666666
New Mexico State,,32.2796202,-106.7411148,2021.0,5.0,24.0,0.0,-425.0,0.16666666666666666
New Mexico State,,32.2796202,-106.7411148,2022.0,4.0,24.0,0.0,-446.0,0.5384615384615384
New Mexico State,,32.2796202,-106.7411148,2023.0,9.0,25.0,1.0,-194.0,0.6666666666666666
New Mexico State,,32.2796202,-106.7411148,2024.0,17.0,28.0,1.0,90.0,0.08333333333333333
North Carolina,,35.9069294,-79.0478889,2010.0,,,,,0.6153846153846154
North Carolina,,35.9069294,-79.0478889,2011.0,,,,,0.5384615384615384
North Carolina,,35.9069294,-79.0478889,2012.0,15.0,26.0,1.0,68.0,0.6666666666666666
North Carolina,,35.9069294,-79.0478889,2013.0,15.0,25.0,0.0,220.0,0.5384615384615384
North Carolina,,35.9069294,-79.0478889,2014.0,15.0,25.0,1.0,286.0,0.46153846153846156
North Carolina,,35.9069294,-79.0478889,2015.0,13.0,26.0,1.0,32.0,0.7857142857142857
North Carolina,,35.9069294,-79.0478889,2016.0,17.0,27.0,0.0,152.0,0.6153846153846154
North Carolina,,35.9069294,-79.0478889,2017.0,19.0,27.0,0.0,323.0,0.25
North Carolina,,35.9069294,-79.0478889,2018.0,11.0,25.0,0.0,33.0,0.18181818181818182
North Carolina,,35.9069294,-79.0478889,2019.0,5.0,23.0,0.0,-142.0,0.5384615384615384
North Carolina,,35.9069294,-79.0478889,2020.0,9.0,24.0,1.0,43.0,0.6666666666666666
North Carolina,,35.9069294,-79.0478889,2021.0,15.0,25.0,1.0,269.0,0.46153846153846156
North Carolina,,35.9069294,-79.0478889,2022.0,14.0,25.0,0.0,188.0,0.6428571428571429
North Carolina,,35.9069294,-79.0478889,2023.0,15.0,27.0,0.0,92.0,0.6153846153846154
North Carolina,,35.9069294,-79.0478889,2024.0,17.0,27.0,0.0,145.0,0.16666666666666666
Northern Illinois,,41.9339586,-88.7778357,2010.0,,,,,0.7857142857142857
Northern Illinois,,41.9339586,-88.7778357,2011.0,,,,,0.7857142857142857
Northern Illinois,,41.9339586,-88.7778357,2012.0,22.0,28.0,2.0,379.0,0.8571428571428571
Northern Illinois,,41.9339586,-88.7778357,2013.0,23.0,28.0,1.0,374.0,0.8571428571428571
Northern Illinois,,41.9339586,-88.7778357,2014.0,24.0,28.0,0.0,466.0,0.7857142857142857
Northern Illinois,,41.9339586,-88.7778357,2015.0,23.0,28.0,0.0,286.0,0.5714285714285714
Northern Illinois,,41.9339586,-88.7778357,2016.0,19.0,28.0,0.0,131.0,0.4166666666666667
Northern Illinois,,41.9339586,-88.7778357,2017.0,13.0,26.0,0.0,51.0,0.6153846153846154
Northern Illinois,,41.9339586,-88.7778357,2018.0,13.0,25.0,0.0,92.0,0.5714285714285714
Northern Illinois,,41.9339586,-88.7778357,2019.0,16.0,27.0,0.0,55.0,0.4166666666666667
Northern Illinois,,41.9339586,-88.7778357,2020.0,13.0,26.0,0.0,-99.0,0.0
Northern Illinois,,41.9339586,-88.7778357,2021.0,5.0,18.0,0.0,-147.0,0.6428571428571429
Northern Illinois,,41.9339586,-88.7778357,2022.0,9.0,20.0,0.0,-104.0,0.25
Northern Illinois,,41.9339586,-88.7778357,2023.0,12.0,26.0,0.0,-87.0,0.5384615384615384
Northern Illinois,,41.9339586,-88.7778357,2024.0,10.0,25.0,1.0,-15.0,0.16666666666666666
North Texas,,33.203899,-97.159245,2010.0,,,,,0.25
North Texas,,33.203899,-97.159245,2011.0,,,,,0.4166666666666667
North Texas,,33.203899,-97.159245,2012.0,8.0,24.0,0.0,-139.0,0.3333333333333333
North Texas,,33.203899,-97.159245,2013.0,9.0,24.0,0.0,-153.0,0.6923076923076923
North Texas,,33.203899,-97.159245,2014.0,13.0,25.0,1.0,100.0,0.3333333333333333
North Texas,,33.203899,-97.159245,2015.0,13.0,25.0,1.0,151.0,0.08333333333333333
North Texas,,33.203899,-97.159245,2016.0,5.0,24.0,0.0,-345.0,0.38461538461538464
North Texas,,33.203899,-97.159245,2017.0,6.0,25.0,0.0,-415.0,0.6428571428571429
North Texas,,33.203899,-97.159245,2018.0,14.0,27.0,0.0,-95.0,0.6923076923076923
North Texas,,33.203899,-97.159245,2019.0,18.0,27.0,0.0,143.0,0.3333333333333333
North Texas,,33.203899,-97.159245,2020.0,13.0,25.0,0.0,113.0,0.4
North Texas,,33.203899,-97.159245,2021.0,8.0,22.0,0.0,-107.0,0.46153846153846156
North Texas,,33.203899,-97.159245,2022.0,10.0,23.0,0.0,-84.0,0.5
North Texas,,33.203899,-97.159245,2023.0,13.0,27.0,0.0,29.0,0.4166666666666667
North Texas,,33.203899,-97.159245,2024.0,12.0,26.0,0.0,-2.0,0.16666666666666666
Northwestern,,42.0653994,-87.6924751,2010.0,,,,,0.5384615384615384
Northwestern,,42.0653994,-87.6924751,2011.0,,,,,0.46153846153846156
Northwestern,,42.0653994,-87.6924751,2012.0,13.0,26.0,0.0,-18.0,0.7692307692307693
Northwestern,,42.0653994,-87.6924751,2013.0,16.0,26.0,1.0,135.0,0.4166666666666667
Northwestern,,42.0653994,-87.6924751,2014.0,15.0,25.0,1.0,108.0,0.4166666666666667
Northwestern,,42.0653994,-87.6924751,2015.0,10.0,24.0,0.0,-37.0,0.7692307692307693
Northwestern,,42.0653994,-87.6924751,2016.0,15.0,25.0,0.0,-14.0,0.5384615384615384
Northwestern,,42.0653994,-87.6924751,2017.0,17.0,26.0,1.0,61.0,0.7692307692307693
Northwestern,,42.0653994,-87.6924751,2018.0,17.0,26.0,2.0,168.0,0.6428571428571429
Northwestern,,42.0653994,-87.6924751,2019.0,19.0,27.0,2.0,133.0,0.25
Northwestern,,42.0653994,-87.6924751,2020.0,12.0,26.0,1.0,-73.0,0.7777777777777778
Northwestern,,42.0653994,-87.6924751,2021.0,10.0,21.0,1.0,-8.0,0.25
Northwestern,,42.0653994,-87.6924751,2022.0,10.0,21.0,1.0,-70.0,0.08333333333333333
Northwestern,,42.0653994,-87.6924751,2023.0,4.0,24.0,0.0,-324.0,0.6153846153846154
Northwestern,,42.0653994,-87.6924751,2024.0,9.0,25.0,1.0,-181.0,0.08333333333333333
Notre Dame,,41.698378,-86.2339425,2010.0,,,,,0.6153846153846154
Notre Dame,,41.698378,-86.2339425,2011.0,,,,,0.6153846153846154
Notre Dame,,41.698378,-86.2339425,2012.0,16.0,26.0,1.0,190.0,0.9230769230769231
Notre Dame,,41.698378,-86.2339425,2013.0,20.0,26.0,0.0,280.0,0.6923076923076923
Notre Dame,,41.698378,-86.2339425,2014.0,21.0,26.0,1.0,232.0,0.6153846153846154
Notre Dame,,41.698378,-86.2339425,2015.0,17.0,26.0,2.0,111.0,0.7692307692307693
Notre Dame,,41.698378,-86.2339425,2016.0,18.0,26.0,1.0,180.0,0.3333333333333333
Notre Dame,,41.698378,-86.2339425,2017.0,14.0,25.0,0.0,169.0,0.7692307692307693
Notre Dame,,41.698378,-86.2339425,2018.0,14.0,25.0,1.0,203.0,0.9230769230769231
Notre Dame,,41.698378,-86.2339425,2019.0,22.0,26.0,1.0,337.0,0.8461538461538461
Notre Dame,,41.698378,-86.2339425,2020.0,23.0,26.0,1.0,416.0,0.8333333333333334
Notre Dame,,41.698378,-86.2339425,2021.0,21.0,25.0,1.0,410.0,0.8461538461538461
Notre Dame,,41.698378,-86.2339425,2022.0,21.0,25.0,0.0,367.0,0.6923076923076923
Notre Dame,,41.698378,-86.2339425,2023.0,20.0,26.0,1.0,316.0,0.7692307692307693
Notre Dame,,41.698378,-86.2339425,2024.0,19.0,26.0,2.0,416.0,0.08333333333333333
Ohio,,39.3212794,-82.1034315,2010.0,,,,,0.6153846153846154
Ohio,,39.3212794,-82.1034315,2011.0,,,,,0.7142857142857143
Ohio,,39.3212794,-82.1034315,2012.0,18.0,27.0,1.0,165.0,0.6923076923076923
Ohio,,39.3212794,-82.1034315,2013.0,19.0,27.0,2.0,207.0,0.5384615384615384
Ohio,,39.3212794,-82.1034315,2014.0,16.0,26.0,1.0,89.0,0.5
Ohio,,39.3212794,-82.1034315,2015.0,13.0,25.0,0.0,-53.0,0.6153846153846154
Ohio,,39.3212794,-82.1034315,2016.0,14.0,25.0,0.0,-23.0,0.5714285714285714
